,order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,total_cost
297,130,1,chips and tomatillo-red chili salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
298,131,1,chicken bowl,Fresh Tomato Salsa  Mild   Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.49,Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
299,131,1,chips and fresh tomato salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
300,132,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
301,132,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
302,132,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
303,133,1,steak bowl,Roasted Chili Corn Salsa  Medium   Rice  Black Beans  Sour Cream,8.99,Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
304,133,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
305,134,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Lettuce,8.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
306,134,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
307,134,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
308,135,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
309,135,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
310,136,1,chicken soft tacos,Tomatillo-Red Chili Salsa  Hot   Fajita Veggies,8.49,Tomatillo-Red Chili Salsa (Hot), Fajita Veggies,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
311,136,1,steak burrito,Tomatillo-Green Chili Salsa  Medium   Cheese  Lettuce,8.99,Tomatillo-Green Chili Salsa (Medium), Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
312,137,2,chicken salad bowl,Fresh Tomato Salsa  Fajita Vegetables,17.5,Fresh Tomato Salsa, Fajita Vegetables,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,35.0
313,138,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Rice  Fajita Veggies  Cheese,8.49,Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
314,138,1,canned soda,Diet Coke,1.09,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
315,138,1,bottled water,none,1.09,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
316,139,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Sour Cream,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
317,139,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
318,139,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
319,140,1,steak burrito,Fresh Tomato  Mild   Lettuce  Guacamole  Rice  Cheese,11.08,Fresh Tomato (Mild), Lettuce, Guacamole, Rice, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.08
320,141,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Pinto Beans  Black Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.49,Roasted Chili Corn Salsa (Medium), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,8.49
321,141,1,chicken soft tacos,Roasted Chili Corn Salsa  Medium   Tomatillo-Red Chili Salsa  Hot   Rice  Fajita Veggies  Cheese  Lettuce,8.49,Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
322,142,1,steak burrito,Roasted Chili Corn Salsa  Medium   Rice,8.99,Roasted Chili Corn Salsa (Medium), Rice,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
323,142,1,chips and fresh tomato salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
324,143,1,chicken bowl,Tomatillo Red Chili Salsa  Rice  Cheese,8.75,Tomatillo Red Chili Salsa, Rice, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
325,143,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
326,143,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
327,144,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
328,144,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
329,145,1,chicken soft tacos,Fresh Tomato Salsa  Mild   Black Beans  Rice  Cheese  Sour Cream  Lettuce,8.49,Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
330,145,1,chicken soft tacos,Fresh Tomato Salsa  Mild   Rice  Cheese  Sour Cream,8.49,Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
331,146,1,barbacoa burrito,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.75,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.75
332,146,1,steak burrito,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Cheese  Lettuce,9.25,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
333,147,1,steak bowl,Tomatillo Red Chili Salsa  Fajita Vegetables  Cheese  Guacamole  Lettuce,11.75,Tomatillo Red Chili Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.75
334,147,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
335,148,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Sour Cream  Cheese  Lettuce  Guacamole,11.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,11.25
336,148,1,chicken burrito,Tomatillo Green Chili Salsa  Rice  Pinto Beans  Sour Cream  Cheese  Lettuce,8.75,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
337,148,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
338,148,1,6 pack soft drink,Diet Coke,6.49,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,6.49
339,149,1,steak soft tacos,Fresh Tomato Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
340,149,1,chips and fresh tomato salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
341,149,1,chicken soft tacos,Fresh Tomato Salsa  Fajita Vegetables  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
342,149,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
343,149,1,canned soft drink,Lemonade,1.25,Lemonade,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
344,149,1,canned soft drink,Sprite,1.25,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
345,150,1,chicken bowl,Tomatillo-Red Chili Salsa  Hot   Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.49,Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
346,150,1,chips and tomatillo-red chili salsa,none,2.39,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.39
347,150,2,canned soda,Diet Coke,2.18,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.36
348,151,1,chicken burrito,Tomatillo-Red Chili Salsa  Hot   Black Beans  Rice  Cheese,8.49,Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
349,151,2,canned soda,Coca Cola,2.18,Coca Cola,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.36
350,152,2,steak burrito,Fresh Tomato  Mild   Lettuce  Guacamole  Rice  Cheese,22.16,Fresh Tomato (Mild), Lettuce, Guacamole, Rice, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,44.32
351,153,2,chicken soft tacos,Fresh Tomato Salsa  Sour Cream,17.5,Fresh Tomato Salsa, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,35.0
352,154,1,chicken burrito,Tomatillo Green Chili Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Lettuce,8.75,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
353,154,1,chips and tomatillo red chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
354,154,1,6 pack soft drink,Coke,6.49,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,6.49
355,155,1,steak burrito,Fresh Tomato Salsa  Mild   Pinto Beans  Cheese  Sour Cream,8.99,Fresh Tomato Salsa (Mild), Pinto Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
356,155,1,izze,Blackberry,3.39,Blackberry,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.39
357,155,1,izze,Grapefruit,3.39,Grapefruit,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.39
358,156,1,steak burrito,Fresh Tomato Salsa  Mild   Cheese  Sour Cream  Lettuce,8.99,Fresh Tomato Salsa (Mild), Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
359,156,1,chicken burrito,Fresh Tomato Salsa  Mild   Pinto Beans  Cheese  Sour Cream  Lettuce,8.49,Fresh Tomato Salsa (Mild), Pinto Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
360,157,1,chicken burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
361,157,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
362,158,1,chicken crispy tacos,Tomatillo Green Chili Salsa  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Tomatillo Green Chili Salsa, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.25
363,158,1,chips and tomatillo green chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
364,159,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Fajita Vegetables  Black Beans  Cheese  Lettuce  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,11.25
365,159,1,canned soft drink,Diet Coke,1.25,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
366,160,1,steak burrito,Roasted Chili Corn Salsa  Medium   Black Beans  Cheese  Sour Cream  Lettuce,8.99,Roasted Chili Corn Salsa (Medium), Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
367,160,1,canned soda,Diet Coke,1.09,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
368,161,1,chicken bowl,Fresh Tomato Salsa  Rice  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
369,161,1,chicken burrito,Fresh Tomato Salsa  Rice  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
370,162,1,carnitas burrito,Fresh Tomato Salsa  Rice  Pinto Beans  Sour Cream  Cheese,9.25,Fresh Tomato Salsa, Rice, Pinto Beans, Sour Cream, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
371,162,1,chips and fresh tomato salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
372,163,1,barbacoa burrito,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese  Lettuce  Guacamole,11.75,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
373,163,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
374,164,1,steak burrito,Roasted Chili Corn Salsa  Medium   Rice  Black Beans  Sour Cream,8.99,Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
375,164,1,canned soda,Mountain Dew,1.09,Mountain Dew,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
376,165,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
377,165,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
378,166,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Sour Cream  Cheese  Guacamole,11.25,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
379,166,1,steak burrito,Tomatillo Red Chili Salsa  Rice  Fajita Vegetables  Sour Cream  Cheese  Lettuce  Guacamole,11.75,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,11.75
380,166,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
381,167,1,barbacoa burrito,Tomatillo-Red Chili Salsa  Hot   Rice  Cheese  Sour Cream  Lettuce,8.99,Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
382,167,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
383,168,1,steak bowl,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.75
384,168,1,6 pack soft drink,Diet Coke,6.49,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,6.49
385,169,1,chicken burrito,Fresh Tomato Salsa  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
386,169,1,steak soft tacos,Fresh Tomato Salsa  Cheese  Sour Cream,9.25,Fresh Tomato Salsa, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
387,170,1,chicken burrito,Fresh Tomato Salsa  Fajita Vegetables  Rice  Pinto Beans  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
388,170,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
389,170,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
390,171,1,veggie burrito,Tomatillo Green Chili Salsa  Guacamole,11.25,Tomatillo Green Chili Salsa, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
391,171,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
392,172,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Pinto Beans  Rice  Cheese  Sour Cream  Lettuce,8.49,Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.49
393,172,1,barbacoa burrito,Tomatillo-Red Chili Salsa  Hot   Pinto Beans  Rice  Cheese  Sour Cream  Lettuce,8.99,Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.99
394,173,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Rice  Fajita Veggies  Cheese,8.49,Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
395,173,1,carnitas bowl,Fresh Tomato Salsa  Mild   Roasted Chili Corn Salsa  Medium   Rice  Cheese  Lettuce,8.99,Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
396,174,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese  Lettuce  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
397,174,1,canned soft drink,Sprite,1.25,Sprite,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
398,175,1,steak burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole,11.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
399,175,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
400,176,1,steak burrito,Fresh Tomato Salsa  Rice  Pinto Beans  Cheese  Guacamole  Lettuce,11.75,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.75
401,176,1,carnitas soft tacos,Fresh Tomato Salsa  Cheese  Lettuce,9.25,Fresh Tomato Salsa, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
402,176,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
403,177,1,chicken bowl,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
404,177,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
405,178,3,chicken bowl,Fresh Tomato Salsa  Mild   Tomatillo-Green Chili Salsa  Medium   Roasted Chili Corn Salsa  Medium   Black Beans  Rice  Fajita Veggies  Cheese  Guacamole  Lettuce,32.94,Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce,Not Specified,98.82
406,179,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
407,179,1,chicken bowl,Tomatillo Green Chili Salsa  Sour Cream  Cheese  Guacamole,11.25,Tomatillo Green Chili Salsa, Sour Cream, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
408,180,1,steak bowl,Tomatillo-Red Chili Salsa  Hot   Rice  Cheese  Sour Cream  Guacamole  Lettuce,11.48,Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,11.48
409,180,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
410,180,1,canned soda,Dr  Pepper,1.09,Dr. Pepper,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
411,181,2,chicken bowl,Tomatillo Red Chili Salsa,17.5,Tomatillo Red Chili Salsa,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,35.0
412,182,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
413,182,1,6 pack soft drink,Diet Coke,6.49,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,6.49
414,182,1,barbacoa bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese,9.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
415,183,1,chicken soft tacos,Fresh Tomato Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
416,183,1,steak burrito,Tomatillo Green Chili Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Lettuce,9.25,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
417,184,1,carnitas burrito,Fresh Tomato Salsa  Rice  Cheese  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
418,184,1,chicken bowl,Roasted Chili Corn Salsa  Rice  Lettuce,8.75,Roasted Chili Corn Salsa, Rice, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
419,184,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
420,184,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
421,184,1,chips and fresh tomato salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
